,Date,Time,Location,Operator,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Country,Regions,percent
2801,02/01/1975,,"Valdez, Alaska",Kenai Air Service - Air Taxi,"Kenai, AK - Gulkana, AK",Piper PA-31,N54734,,2.0,2.0,0.0,Misjudged altitude. Flew into rising terrain. Not recovered due to avalanche danger., Alaska,Valdez,100.0
2805,02/16/1975,19:00,"Fairbanks, Alaska",PacifiAlaska Airlines,Fairbanks - Happy Valley Camp,Douglas DC-6BF,N77DG,43520/222,3.0,3.0,0.0,The cargo plane lost three of four engines on takeoff. The crew tried to return to the airport but crashed short of the runway. Fuel contamination. Water in fuel., Alaska,Fairbanks,100.0
2806,02/22/1975,22:12,"Medellin, Colombia",Aerocondor,"Medellin, Colombia - Miami, Florida",Canadair CL-44,HK-1972,,5.0,5.0,0.0,Minutes after taking off in a rainstorm the right wing struck a tree. The crew lost control of the plane and crashed., Colombia,Medellin,100.0
2807,02/27/1975,,"Near Sao Paulo, Brazil",VASP,Sao Paulo - Bauru,Embraer 110C Bandeirante,PP-SBE,110021,15.0,15.0,0.0,"The plane crashed into houses after taking off and burst into flames. The plane had engine trouble, attempted to return to the airport when it crashed into the houses.", Brazil,Near Sao Paulo,100.0
2814,04/22/1975,13:42,"Goleta, California",Skips Air Service - Air Taxi,"Fresno, CA - Santa Barbara, CA",Cessna 310Q,N7634Q,,3.0,3.0,0.0,Descended into obscured mountain slope. Continued VFR flight into adverse weather., California,Goleta,100.0
2815,04/28/1975,23:00,"Deadhorse, Alaska",Gay Airways - Air Taxi,"Anaktuvak, AK - Deadhorse, AK",Bell 206,N59521,,4.0,2.0,0.0,Continued VFR flight into adverse weather. Pilot said gyro not working properly., Alaska,Deadhorse,50.0
2816,05/03/1975,,"Near Sardinata, Colombia",SATENA,Ocana - Cucuta,Douglas DC-3,FAC- 663,,6.0,3.0,0.0,Crashed  on its inaugural flight., Colombia,Near Sardinata,50.0
2818,05/12/1975,17:45,"Savoonga, Alaska",Foster Aviation,"Savoonga, AK - Gambell, AK",Piper PA-23-250,N5067Y,27-2081,6.0,6.0,0.0,The cabin door came open in flight distracting the pilot. Failed to maintain flying speed. Stalled., Alaska,Savoonga,100.0
2821,06/17/1975,,"Pedro Alfonso, Brazil",Varig,,Hawker Siddeley HS-748-235 Srs. 2A,PP-VDN,1625,15.0,1.0,3.0,"The aircraft landed with excessive speed and touched down on the last 300 meters of the runway, overran the runway, crossed a street and crashed into a house.", Brazil,Pedro Alfonso,6.666666666666667
2824,06/30/1975,19:30,"Near Saravena, Colombia",Taxi Aereo El Venado,Cucuta - Tame,Douglas DC-4,HK-1309,10403,3.0,3.0,0.0,The cargo plane crashed en route., Colombia,Near Saravena,100.0
2825,07/02/1975,,"Nantes, France",Touraine Air Transport,Nantes - Brest,Beechcraft 99,F-BTQE,U- 61,8.0,8.0,0.0,Crashed on takeoff after engine failure in the No. 2 engine., France,Nantes,100.0
2827,07/10/1975,,"Bogota, Colombia",Aerovias Condor,Bogota  - Barranquilla,Lockheed L-188AF Electra,HK-1976,1087,4.0,2.0,0.0,The cargo plane barely took off when it settled back on the runway and crashed into a DC-6. Both planes destroyed., Colombia,Bogota,50.0
2828,07/10/1975,,"Homer, Alaska",Homer Air Service - Air Taxi,"Homer, AK - Local",Piper PA-18,N6817L,,2.0,2.0,0.0,Diverted attention from aircraft. Misjudged altitude and clearance. Struck high obstruction., Alaska,Homer,100.0
2829,07/15/1975,23:48,"Poway, California",Oceanaire Helicopter - Air Taxi,"Poway, CA - Pomona, CA",Bell 206B,N58137,,4.0,4.0,0.0,Departed from well lighted area into surrounding unlighted terrain with fog in area. Crashed.  Spatial disorientation., California,Poway,100.0
2840,08/30/1975,13:57,"Near Gambell, Alaska",Wien Air Alaska,Nome - Gambell,Fairchild F-27B,N4904,21,32.0,10.0,0.0,"After several landing attempts, the aircraft crashed into Sevuokuk Mountain, in fog, while attempting to land at Gambell Airport. The flightcrew's failure to adhere to prescribed company instrument approach procedures while attempting to land in adverse weather conditions.", Alaska,Near Gambell,31.25
2845,09/30/1975,,"Klua Tan Tan, Canada",Northern Thunderbird Air,Prince George - Dease Lake,de Havilland Canada DHC-6 Twin Otter 200,CF-MHU,142,7.0,7.0,0.0,Flew into a mountain ridge., Canada,Klua Tan Tan,100.0
2846,09/30/1975,,"Barranquilla, Colombia",AVIANCA,Bogota - Barranquilla,Boeing 727-24C,HK-1272,19525/439,4.0,4.0,0.0,The cargo plane struck trees and broke up on a second landing attempt in poor weather., Colombia,Barranquilla,100.0
2858,11/29/1975,,"Hertfordshire, England",Private,,Piper PA-23-250 Aztec,N6645Y,27-3960,6.0,6.0,0.0,"Race car driver Graham Hill, 46, was killed when the plane he was piloting got lost in fog and crashed near Elstree Airport.", England,Hertfordshire,100.0
2863,01/03/1976,,"Moscow, Russia",Aeroflot,Moscow - Vnukovo,Tupolev TU-124,CCCP-45036,3351001,61.0,61.0,0.0,The plane rolled to the left and crashed into houses after takeoff. Failure of both artificial horizons., Russia,Moscow,100.0
2864,01/03/1976,17:58,"Anchorage, Alaska",Winship Air,"Anchorage, AK - Deadhorse, AK",Lear Jet 24A,N651LJ,125,6.0,6.0,0.0,Crashed short of the runway in fog. The pilot descended below published minimums because of low fuel.  Inadequate preflight planning. Improper IFR operation., Alaska,Anchorage,100.0
2867,01/15/1976,,"Near Bogota, Colombia",Taxi Aereo el Venado,Bogota - La Macarene,Douglas C-54A,HK-172,10280,13.0,13.0,0.0,"Hit an 11,620 ft. mountain in poor weather.", Colombia,Near Bogota,100.0
2871,01/21/1976,,"Near Shanghai, China",CAAC,Guangzhou - Changsha,Antonov AN-24,B-492,,40.0,40.0,0.0,Crashed during the approach., China,Near Shanghai,100.0
2872,01/22/1976,,"Chapeco, Brazil",Transbrasil,,Embraer 110C Bandeirante,PT-TBD,110011,11.0,9.0,0.0,Crashed during takeoff., Brazil,Chapeco,81.81818181818183
2875,02/04/1976,,"Off Santa Maria, Colombia",LAC Colombia,Santa Maria - Curacao,Douglas DC-6A,HK-1389,43519/221,3.0,3.0,0.0,The cargo plane crashed into the ocean. Engine failure., Colombia,Off Santa Maria,100.0
2877,09/02/1976,17:15,"Hawk Inlet, Alaska",Temsco Helicopter - Air Taxi,,Hughes 369HS,N9172F,,4.0,3.0,0.0,Crashed while climbing to cruise altitude. Failed to maintain adequate rotor speed., Alaska,Hawk Inlet,75.0
2878,02/08/1976,10:44,"Van Nuys, California",Mercer Airlines,Burbank - Ontario,Douglas DC-6,N901MA,36326,6.0,3.0,0.0,"The aircraft took off from Burbank when a propeller blade separated, causing an engine failure. The aircraft circled back to the airport and attempted an emergency landing but upon touchdown the plane’s speed was too great. As a result, the landing was aborted and the flight crew opted to divert to nearby Van Nuys Airport. While en route, a second engine failed and the aircraft crashed onto the Woodley Golf Course one mile short of the runway at Van Nuys. The aircraft plowed into a small unoccupied building and came to rest against a portable bungalow.", California,Van Nuys,50.0
2879,02/09/1976,,"Irkutsk, Russia",Aeroflot,,Tupolev TU-104A,CCCP-42327,66600201,24.0,24.0,0.0,Crashed during takeoff., Russia,Irkutsk,100.0
2883,03/06/1976,01:00,"Near Voronezh, Russia",Aeroflot,Moscow - Yerevan,Ilyushin IL-18D,CCCP-75408,186009201,120.0,120.0,7.0,"The aircraft plunged to earth from FL 260. Electrical power failure of compass, gyros and auto pilot.", Russia,Near Voronezh,100.0
2884,03/07/1976,11:07,"Igiugig, Alaska",Kodiak Western Alaska Airlines,"South Nanek, AK - Dillingham, AK",Cessna 207,N91142,20700089,4.0,4.0,0.0,Continued VFR flight in to adverse weather., Alaska,Igiugig,100.0
2885,03/07/1976,02:20,"San Onofre, California",Sky Haven - Air Taxi,"Palm Springs, CA - Santa Ana, CA",Cessna 172M,N1631V,,2.0,2.0,0.0,The aircraft crashed into the PacifiOcean after an in-flight fire. Source of the fire undetermined., California,San Onofre,100.0
2887,04/02/1976,,"Near Puerto Asis, Colombia",SATENA,Florencia - Puerto Asis,Douglas DC-3,FAC-676,,16.0,5.0,0.0,Crashed into a lake while on approach., Colombia,Near Puerto Asis,31.25
2888,04/05/1976,08:19,"Ketchikan, Alaska",Alaska Airlines,Juneau - Ketchikan,Boeing B-727-81,N124AS,18821,50.0,1.0,0.0,The plane overran the runway after landing at excessive speed. The captain's faulty judgement in initiating a go-around after he was committed to a full stop landing following an excessively long and fast touchdown from an unstabilized approach., Alaska,Ketchikan,2.0
2892,04/15/1976,14:55,"Palm Desert, California",Chartair - Air Taxi,"San Diego, CA - Palm Desert, CA",Beech B60,N37D,,6.0,6.0,0.0,Flew into a thunderstorm and broke apart. Exceeded designed stress limits of aircraft.  VFR flight into adverse weather., California,Palm Desert,100.0
2894,04/27/1976,11:15,"Anaktuvuk, Alaska",Frontier Flying Service - Air Taxi,"Anaktuvuk, AK - Bettles, AK",Cessna 207,N1707U,,5.0,5.0,0.0,Crashed in show and low ceiling while en route. Whiteout. Initiated flight in adverse weather conditions., Alaska,Anaktuvuk,100.0
2901,05/18/1976,08:56,"Petersburg, Alaska",Lab Flying Service - Air Taxi,"Haines, AK - Wrangell, AK",Piper PA-34,N55951,,6.0,6.0,0.0,Lost control of aircraft and crashed. Probable cause undetermined., Alaska,Petersburg,100.0
2919,08/28/1976,12:40,"Near Thorney, England",Military - U.S. Air Force,McGuire AFB - Mildenhall RAF,Lockheed C-141A (L.300),67-0006,6257,18.0,18.0,0.0,"The aircraft suffered structural failure after flying into a severe thunderstorm. The starboard wing, horizontal stabilizer and vertical tail fin separated from the aircraft.", England,Near Thorney,100.0
2922,09/03/1976,,"Timmins, Ontario, Canada",Austin Airways,Moosonee - Timmins,de Havilland Canada DHC-3 Otter,CF-MIT,,10.0,10.0,0.0,The float plane struck power lines and crashed while attempting to land., Canada,Timmins,100.0
2923,09/09/1976,14:50,"Off Adler, Russia",Aeroflot / Aeroflot,Donetsk - Sochi /Rostov na Donu - Kerch,Antonov AN-24 / Yakovlev Yak-40,46518/87772,37308504 / 9030713,90.0,90.0,0.0,"Midair collision at FL187.  ATC error. Fifty-two deaths on the Antonov, 38 on the Yak. Violation of separation rules. Contributing causes were insufficient visual alertness on the part of both crews and a lack of situation analysis based on air/ground radio communications.", Russia,Off Adler,100.0
2926,09/22/1976,,"Near Mosher Creek, Canada",Air West Airlines Ltd.,,de Havilland Canada DHC-6 Twin Otter 100,C-FAWF,67,19.0,1.0,0.0,"While trying to make a turn in a narrow valley, the pilot sensed a stall, leveled the aircraft and crashed into a grove of trees.", Canada,Near Mosher Creek,5.263157894736842
2927,09/22/1976,19:56,"San Bernardino, California",Loma Linda University - Air Taxi,"Dagget, CA - Loma Linda, CA",Sikorsky S-55B,N9389,,4.0,4.0,0.0,Helicopter mediflight. Pilot failed to see and avoid power lines while flying through a pass., California,San Bernardino,100.0
2932,10/13/1976,01:37,"Near Bombay, India",Indian Airlines,Mumbai - Chennai,Sud-Aviation Caravelle VI-N,VT-DWN,231,95.0,95.0,0.0,"The aircraft crash landed in flames during an emergency landing. The right engine failed during takeoff. A fatigue crack in compressor led to engine destruction, severing of fuel lines and fire. The fire spread because the crew did not shut off the fuel supply.", India,Near Bombay,100.0
2935,10/25/1976,07:20,"El Yopal, Colombia",Taxi Aereo el Venado,Villavicencio - Cucuta,Douglas C-47DL,HK-149,4593,32.0,32.0,0.0,The No. 1 engine failed and the plane crashed and burned when the left wing dropped and touched the runway., Colombia,El Yopal,100.0
2936,10/28/1976,,"Near Petrolia, Brazil",Nordeste Linhas Aéreas,,Embraer 110C Bandeirante,PT-TBA,110004,6.0,2.0,0.0,, Brazil,Near Petrolia,33.33333333333333
2941,11/28/1976,19:00,"Moscow, Russia",Aeroflot,Moscow - Leningrad,Tupolev TU-104B,CCCP-42471,021204,72.0,72.0,0.0,The plane crashed during takeoff in poor weather conditions., Russia,Moscow,100.0
2948,01/06/1977,17:05,"Near Palm Springs, California",Jet Avia Charter,Palm Springs - Las Vegas,Gates Learjet 24B,N12MK,24B-192,4.0,4.0,0.0,"The plane took off from Palm Springs Municipal Airport in light rain, bound for Las Vegas Nevada. The plane climbed to 9,000 feet but never changed its runway heading and flew directly into a mountain at an altitude of 9,700 feet. Flight crew's misinterpretation of an IFR clearance issued by the Palm Springs Departure Control and subsequent ATC instructions.  Natalie 'Dolly' Sinatra, 82, mother of entertainer Frank Sinatra and her traveling companion were killed.", California,Near Palm Springs,100.0
2950,01/13/1977,06:36,"Anchorage, Alaska",Japan Air Lines,"Mosses Lake, WA - Tokyo, Japan",Douglas DC-8,JA8054,46148/553,5.0,5.0,0.0,The cargo plane crashed while attempting to take off. Alcoholiimpairment of captain. Flightcrew members did not prevent captain from attempting to fly. Blood alcohol of 0.21., Alaska,Anchorage,100.0
2951,01/14/1977,,"Terrace, BC, Canada",Northern Thunderbird Air Ltd.,Prince George - Prince Rupert,de Havilland Canada DHC-6 Twin Otter 300,C-GNTB,463,12.0,12.0,0.0,Crashed into Little Herman Mountain while on approach., Canada,Terrace,100.0
2956,02/15/1977,,"Mineralnye Vody, Russia",Aeroflot,Tashkent - Mineralnyye Vody,Ilyushin IL-18V,CCCP-75520,183006703,77.0,77.0,0.0,The plane crashed after an aborted landing., Russia,Mineralnye Vody,100.0
2957,02/28/1977,,"Near Saglouc, Canada",Survair,,Douglas DC-3,C-FNAR,13154,10.0,4.0,0.0,Crashed in whiteout conditions., Canada,Near Saglouc,40.0
2962,03/04/1977,10:00,"Tezzeron Lake, British Columbia, Canada",Private,Prince George - Tezzeron Lake,Pipper PA-23-250 Aztec,C-GNLL,,5.0,5.0,0.0,"The aircraft crashed at high speed, in a 45 degree attitude into Tezzeron Lake and sank. The pilot was not instrument rated and most likely lost control of the aircraft when he entered instrument flight conditions in a heavy snow shower. The aircraft entered a spiral dive from which the pilot was not able to recover.", Canada,Tezzeron Lake,100.0
2965,03/30/1977,,"Near Zhadanof, Russia",Aeroflot,,Yakovlev YAK-40,CCCP-87738,9010310,27.0,8.0,0.0,Crashed in fog., Russia,Near Zhadanof,29.629629629629626
2967,04/10/1977,,"SW of Bogota, Colombia",Taxi Aereo el Venado,Villavicencio - Bogota,Douglas DC-3-3A,HK-556,4958,35.0,35.0,0.0,Crashed on the slopes of the Rio Guape mountains. Found 1 month later. Deviation from course., Colombia,SW of Bogota,100.0
2976,06/03/1977,,"Natal, Brazil",Military - Brazilian Air Force,,Embraer C-95 Bandeirante,FAB2157,110057,18.0,18.0,0.0,, Brazil,Natal,100.0
2982,07/21/1977,18:45,"Ruby, Alaska",Harold's Air Service,Ruby - Colorado Creek,Britten-Norman BN-2A-6 Islander,N22JA,264,4.0,1.0,0.0,Flew into terrain. Pilot in command misjudged speed and clearance., Alaska,Ruby,25.0
2986,08/01/1977,12:36,"Encino, California",Private KNBC Los Angeles,Burbank - Santa Barbara,Bell 206B JetRanger,N4TV,,2.0,2.0,0.0,"The helicopter, piloted by Francis Gary Powers, 48, crashed in Balboa Park on the way back from covering a news story on a brush fire in Santa Barbara. Francis Gary Powers was famous for piloting the U-2 spy plane in 1960 that was shot down by the Russians and caused a major political crisis for President Eisenhower.  Powers was a helicopter pilot and newscaster for KNBC in Los Angeles. Power's cameraman was also killed. The helicopter apparently ran out of fuel.", California,Encino,100.0
2991,08/20/1977,,"Deadhorse, Alaska",Kenai Air Service - Air Taxi,"Deadhorse, AK - Eskimo Island, AK",Bell 206B,N59382,,3.0,3.0,0.0,Crashed while en route. Equipped with emergency floats but aircraft and those aboard never recovered., Alaska,Deadhorse,100.0
2994,09/02/1977,09:10,"Minto Lake, Alaska",Wright Air Service - Air Taxi,"Minto Lake, AK - Fairbanks, AK",Helo 295,N99798,1441,3.0,3.0,0.0,Collided with a Cessna 185 while climbing to cruise. Failed to see and void other aircraft., Alaska,Minto Lake,100.0
2996,09/06/1977,14:52,"Mt. Iliamna, Alaska",Alaska Aeronautical Industries,Iliamna - Anchorage,de Havilland Canada DHC-6 Twin Otter 200,N563MA,196,13.0,13.0,0.0,"Crashed in level flight  into Mt. Iliamna glacier at 7,000 feet. Failure of the flight crew to use proper navigational procedures for the route being flown especially their failure to use the available backup means of navigation to verify the position and progress of the flight. Recovery of bodies or wreckage not possible.", Alaska,Mt. Iliamna,100.0
